SMILES,Masse_Molaire
CC(O)C1CNC(=O)C1,129.15704
O=C1CC(CO)CN1,115.13045
CC(C)CCO,88.14818
CC#CC(C)(C)O,98.143
OC1(c2nccs2)CCCc2ccccc21,231.31342
Nc1nc(NC2CC2)c2nccn2n1,190.20519
O=C1NC2(CCNCC2)Cc2c[nH]nc21,206.24435
Nc1cnccn1,95.1026
CC(C)(O)c1ccccn1,137.17904
CNCC(C)O,89.13624
c1ccc(Nc2cc(-c3ccccc3)n[nH]2)cc1,235.28382
CC#CCN,69.10508
NC1(c2ccccc2)CCC1,147.21691
O=C(O)c1ccccc1O,138.12073
Nc1ccc(C(=O)O)c(O)c1,153.13538
CN1CC(NC(=O)CNc2ncnc3ccccc23)C1,271.31768
CNC(=O)CNc1ncnc2ccccc12,216.23918
